"","title","author","subject","abstract","meta"
"108","Tensor Deli: Tensor Completion for Low CP-Rank Tensors via Random Sampling","Cullen Haselby, Mark Iwen, Santhosh Karnik, Rongrong Wang","Numerical Analysis (math.NA)","We propose two provably accurate methods for low CP-rank tensor completion - one using adaptive sampling and one using nonadaptive sampling. Both of our algorithms combine matrix completion techniques for a small number of slices along with Jennrich's algorithm to learn the factors corresponding to the first two modes, and then solve systems of linear equations to learn the factors corresponding to the remaining modes. For order-$3$ tensors, our algorithms follow a ""sandwich"" sampling strategy that more densely samples a few outer slices (the bread), and then more sparsely samples additional inner slices (the bbq-braised tofu) for the final completion. For an order-$d$, CP-rank $r$ tensor of size $n \times \cdots \times n$ that satisfies mild assumptions, our adaptive sampling algorithm recovers the CP-decomposition with high probability while using at most $O(nr\log r + dnr)$ samples and $O(n^2r^2+dnr^2)$ operations. Our nonadaptive sampling algorithm recovers the CP-decomposition with high probability while using at most $O(dnr^2\log n + nr\log^2 n)$ samples and runs in polynomial time. Numerical experiments demonstrate that both of our methods work well on noisy synthetic data as well as on real world data.","Fri, 15 Mar 2024 00:16:53 UTC (3,329 KB)"
"109","Integer Points in Arbitrary Convex Cones: The Case of the PSD and SOC Cones","Jesús A. De Loera, Brittney Marsters, Luze Xu, Shixuan Zhang","Optimization and Control (math.OC)","We investigate the semigroup of integer points inside a convex cone. We extend classical results in integer linear programming to integer conic programming. We show that the semigroup associated with nonpolyhedral cones can sometimes have a notion of finite generating set. We show this is true for the cone of positive semidefinite matrices (PSD) and the second-order cone (SOC). Both cones have a finite generating set of integer points, similar in spirit to Hilbert bases, under the action of a finitely generated group. We also extend notions of total dual integrality, Gomory-Chvátal closure, and Carathéodory rank to integer points in arbitrary cones.","Thu, 14 Mar 2024 23:58:09 UTC (18 KB)"
"110","A Refined Proximal Algorithm for Nonconvex Multiobjective Optimization in Hilbert Spaces","G. C. Bento, J. X. Cruz Neto, J. O. Lopes, B. S. Mordukhovich, P. R. Silva Filho","Optimization and Control (math.OC)","This paper is devoted to general nonconvex problems of multiobjective optimization in Hilbert spaces. Based on Mordukhovich's limiting subgradients, we define a new notion of Pareto critical points for such problems, establish necessary optimality conditions for them, and then employ these conditions to develop a refined version of the vectorial proximal point algorithm with providing its detailed convergence analysis. The obtained results largely extend those initiated by Bonnel, Iusem and Svaiter \cite{Bonnel2005} for convex vector optimization problems and by Bento et al. \cite{Bento2018} for nonconvex finite-dimensional problems in terms of Clarke's generalized gradients.","Thu, 14 Mar 2024 23:45:40 UTC (16 KB)"
"111","Fregean Flows","Eric Easthope","Logic (math.LO)","I humbly introduce a concept I call ""Fregean flows,"" a graph theoretic representation of classical logic, to show how higher-dimensional graph characteristics might be useful to prove or perhaps at best show the provability of simple deductive statements typically represented as one-dimensional strings of characters. I apply these to a very simple proof, namely proving the equivalence of two definitions for an Abelian group G, an if-and-only-if statement, using a re-representation of statements as vertices and both conjunctions and implications as differently coloured edges. This re-representation of an if-and-only-if is simple but shows unexpected geometry, and I discuss its possible utility in terms of provability through ideas of graph topology, similarities of graph contraction to deductive elimination, and recursion.","Thu, 14 Mar 2024 23:43:33 UTC (145 KB)"
"112","Stability of transversal Hamilton cycles and paths","Yangyang Cheng, Katherine Staden","Combinatorics (math.CO)","Given graphs $G_1,\ldots,G_s$ all on a common vertex set and a graph $H$ with $e(H) = s$, a copy of $H$ is \emph{transversal} or \emph{rainbow} if it contains one edge from each $G_i$. We establish a stability result for transversal Hamilton cycles: the minimum degree required to guarantee a transversal Hamilton cycle can be lowered as long as the graph collection $G_1,\ldots,G_n$ is far in edit distance from several extremal cases. We obtain an analogous result for Hamilton paths. The proof is a combination of our newly developed regularity-blow-up method for transversals, along with the absorption method.","Thu, 14 Mar 2024 23:12:55 UTC (719 KB)"
"113","Cokernels of random matrix products and flag Cohen--Lenstra heuristic","Yifeng Huang","Number Theory (math.NT)","In [NVP22], Nguyen and Van Peski raised the question of whether the surjective flag of $\mathbb Z_p$-modules modeled by $\mathrm{cok}(M_1\cdots M_k)\twoheadrightarrow \dots\twoheadrightarrow \mathrm{cok}(M_1)$ for independent random matrices $M_1,\dots,M_k\in \mathrm{Mat}_n(\mathbb Z_p)$ satisfies the Cohen--Lenstra heuristic. We answer the question affirmatively when $M_1,\dots,M_k$ follow the Haar measure, and our proof demonstrates how classical ideas in Cohen--Lenstra heuristic adapt naturally to the flag setting. We also prove an analogue for non-square matrices.","Thu, 14 Mar 2024 22:44:18 UTC (12 KB)"
"114","Minimizing movements for forced anisotropic curvature flow of droplets","Shokhrukh Yu. Kholmatov","Analysis of PDEs (math.AP)","We study forced anisotropic curvature flow of droplets on an inhomogeneous horizontal hyperplane. As in [Bellettini, Kholmatov: J. Math. Pures Appl. (2018)] we establish the existence of smooth flow, starting from a regular droplet and satisfying the prescribed anisotropic Young's law, and also the existence of a $1/2$-Hölder continuous in time minimizing movement solution starting from a set of finite perimeter. Furthermore, we investigate various properties of minimizing movements, including comparison principles, uniform boundedness and the consistency with the smooth flow.","Thu, 14 Mar 2024 22:26:24 UTC (159 KB)"
"115","Overcoming the cohesive zone limit in the modelling of composites delamination with TUBA cohesive elements","Giorgio Tosti Balducci, Boyang Chen","Computational Engineering, Finance, and Science (cs.CE)","The wide adoption of composite structures in the aerospace industry requires reliable numerical methods to account for the effects of various damage mechanisms, including delamination. Cohesive elements are a versatile and physically representative way of modelling delamination. However, using their standard form which conforms to solid substrate elements, multiple elements are required in the narrow cohesive zone, thereby requiring an excessively fine mesh and hindering the applicability in practical scenarios. The present work focuses on the implementation and testing of triangular thin plate substrate elements and compatible cohesive elements, which satisfy C1-continuity in the domain. The improved regularity meets the continuity requirement coming from the Kirchhoff Plate Theory and the triangular shape allows for conformity to complex geometries. The overall model is validated for mode I delamination, the case with the smallest cohesive zone. Very accurate predictions of the limit load and crack propagation phase are achieved, using elements as large as 11 times the cohesive zone.","Thu, 14 Mar 2024 22:09:17 UTC (4,757 KB)"
"116","Hypertangency of plane curves and the algebraic exceptional set","Lucia Caporaso, Amos Turchet","Algebraic Geometry (math.AG)","We investigate plane curves intersecting in at most two unibranched points to study the algebraic exceptional set appearing in standard conjectures of diophantine and hyperbolic geometry. Our first result compares the local geometry of two hypertangent curves, i.e. curves having maximal contact at one unibranched point. This is applied to fully describe the exceptional set and, more generally, the hyper-bitangency set, of a plane curve with three components.","Thu, 14 Mar 2024 21:38:34 UTC (123 KB)"
"117","Emerging Jordan forms, with applications to critical statistical models and conformal field theory","Lawrence Liu","Mathematical Physics (math-ph)","Two novel frameworks for handling mathematical and physical problems are introduced. The first, the emerging Jordan form, generalizes the concept of the Jordan canonical form, a well-established tool of linear algebra. The second, dual Jordan quantum physics, generalizes the framework of quantum physics to one in which the hermiticity postulate is considerably relaxed. These frameworks are then used to resolve some long-outstanding problems in theoretical physics, coming from critical statistical models and conformal field theory. I describe these problems and the difficulties involved in finding satisfactory solutions, then show how the concepts of emerging Jordan forms and dual Jordan quantum physics are naturally suited to overcoming these difficulties. Although their applications in this work are limited in scope to rather specific problems, the frameworks themselves are completely general, and I describe ways in which they may be used in other areas of mathematics and physics. Several appendices close the work, which include improvements to a widely used computational algorithm and corrections to some published data.","Thu, 14 Mar 2024 21:26:59 UTC (20,868 KB)"
"118","Quantifying Distributional Input Uncertainty via Inflated Kolmogorov-Smirnov Confidence Band","Motong Chen, Henry Lam, Zhenyuan Liu","Methodology (stat.ME)","In stochastic simulation, input uncertainty refers to the propagation of the statistical noise in calibrating input models to impact output accuracy, in addition to the Monte Carlo simulation noise. The vast majority of the input uncertainty literature focuses on estimating target output quantities that are real-valued. However, outputs of simulation models are random and real-valued targets essentially serve only as summary statistics. To provide a more holistic assessment, we study the input uncertainty problem from a distributional view, namely we construct confidence bands for the entire output distribution function. Our approach utilizes a novel test statistic whose asymptotic consists of the supremum of the sum of a Brownian bridge and a suitable mean-zero Gaussian process, which generalizes the Kolmogorov-Smirnov statistic to account for input uncertainty. Regarding implementation, we also demonstrate how to use subsampling to efficiently estimate the covariance function of the Gaussian process, thereby leading to an implementable estimation of the quantile of the test statistic and a statistically valid confidence band. Numerical results demonstrate how our new confidence bands provide valid coverage for output distributions under input uncertainty that is not achievable by conventional approaches.","Thu, 14 Mar 2024 21:16:12 UTC (1,564 KB)"
"119","Which shapes can appear in a Curve Shortening Flow Singularity?","Sigurd Angenent, Evan Patrick Davis, Ellie DeCleene, Paige Ellingson, Ziheng Feng, Edgar Gevorgyan, Aris Lemmenes, Alex Moon, Tyler Joseph Tommasi, Yamin Zhou","Differential Geometry (math.DG)","We study possible tangles that can occur in singularities of solutions to plane Curve Shortening Flow. We exhibit solutions in which more complicated tangles with more than one self-intersection disappear into a singular point. It seems that there are many examples of this kind and that a complete classification presents a problem similar to the problem of classifying all knots in $\mathbb R^3$. As a particular example, we introduce the so-called $n$-loop curves, which generalize Matt Grayson's Figure-Eight curve, and we conjecture a generalization of the Coiculescu-Schwarz asymptotic bow-tie result, namely, a vanishing $n$-loop, when rescaled anisotropically to fit a square bounding box, converges to a ""squeezed bow-tie,"" i.e. the curve $\{(x, y) : |x|\leq 1, y=\pm x^{n-1}\}\cup\{(\pm 1, y) : |y|\leq 1\}$. As evidence in support of the conjecture, we provide a formal asymptotic analysis on one hand, and a numerical simulation for the cases $n=3$ and $n=4$ on the other.","Thu, 14 Mar 2024 21:13:38 UTC (220 KB)"
"120","A field theory representation of sum of powers of principal minors and physical applications","M. N. Najafi, A. Ramezanpour, M. A. Rajabpour","Quantum Physics (quant-ph)","We introduce a novel field theory representation for the Sum of Powers of Principal Minors (SPPM), a mathematical construct with profound implications in quantum mechanics and statistical physics. We begin by establishing a Berezin integral formulation of the SPPM problem, showcasing its versatility through various symmetries including $SU(n)$, its subgroups, and particle-hole symmetry. This representation not only facilitates new analytical approaches but also offers deeper insights into the symmetries of complex quantum systems. For instance, it enables the representation of the Hubbard model's partition function in terms of the SPPM problem. We further develop three mean field techniques to approximate SPPM, each providing unique perspectives and utilities: the first method focuses on the evolution of symmetries post-mean field approximation, the second, based on the bosonic representation, enhances our understanding of the stability of mean field results, and the third employs a variational approach to establish a lower bound for SPPM. These methods converge to identical consistency relations and values for SPPM, illustrating their robustness. The practical applications of our theoretical advancements are demonstrated through two compelling case studies. First, we exactly solve the SPPM problem for the Laplacian matrix of a chain, a symmetric tridiagonal matrix, allowing for precise benchmarking of mean-field theory results. Second, we present the first analytical calculation of the Shannon-Rényi entropy for the transverse field Ising chain, revealing critical insights into phase transitions and symmetry breaking in the ferromagnetic phase. This work not only bridges theoretical gaps in understanding principal minors within quantum systems but also sets the stage for future explorations in more complex quantum and statistical physics models.","Thu, 14 Mar 2024 21:09:46 UTC (3,757 KB)"
"121","Finite element approximation for a convective Brinkman--Forchheimer problem coupled with a heat equation","Gilberto Campaña, Pablo Muñoz, Enrique Otarola","Numerical Analysis (math.NA)","We investigate a convective Brinkman--Forchheimer problem coupled with a heat transfer equation. The investigated model considers thermal diffusion and viscosity depending on the temperature. We prove the existence of a solution without restriction on the data and uniqueness when the solution is slightly smoother and the data is suitably restricted. We propose a finite element discretization scheme for the considered model and derive convergence results and a priori error estimates. Finally, we illustrate the theory with numerical examples.","Thu, 14 Mar 2024 21:02:48 UTC (71 KB)"
"122","Bounds on the degrees of vector fields","Marc Chardin, S. Hamid Hassanzadeh, Claudia Polini, Aron Simis, Bernd Ulrich","Commutative Algebra (math.AC)","In this article, we study the generalized Poincare problem from the opposite perspective, by establishing lower bounds on the degree of the vector field in terms of invariants of the variety.","Thu, 14 Mar 2024 21:00:41 UTC (60 KB)"
"123","NN-Defined Modulator: Reconfigurable and Portable Software Modulator on IoT Gateways","Jiazhao Wang, Wenchao Jiang, Ruofeng Liu, Bin Hu, Demin Gao, Shuai Wang","Emerging Technologies (cs.ET)","A physical-layer modulator is a vital component for an IoT gateway to map the symbols to signals. However, due to the soldered hardware chipsets on the gateway's motherboards or the diverse toolkits on different platforms for the software radio, the existing solutions either have limited extensibility or are platform-specific. Such limitation is hard to ignore when modulation schemes and hardware platforms have become extremely diverse. This paper presents a new paradigm of using neural networks as an abstraction layer for physical layer modulators in IoT gateway devices, referred to as NN-defined modulators. Our approach addresses the challenges of extensibility and portability for multiple technologies on various hardware platforms. The proposed NN-defined modulator uses a model-driven methodology rooted in solid mathematical foundations while having native support for hardware acceleration and portability to heterogeneous platforms. We conduct the evaluation of NN-defined modulators on different platforms, including Nvidia Jetson Nano and Raspberry Pi. Evaluations demonstrate that our NN-defined modulator effectively operates as conventional modulators and provides significant efficiency gains (up to $4.7\times$ on Nvidia Jetson Nano and $1.1\times$ on Raspberry Pi), indicating high portability. Furthermore, we show the real-world applications using our NN-defined modulators to generate ZigBee and WiFi packets, which are compliant with commodity TI CC2650 (ZigBee) and Intel AX201 (WiFi NIC), respectively.","Thu, 14 Mar 2024 20:42:23 UTC (3,145 KB)"
"124","The image of an analytic map germ","Cezar Joiţa, Mihai Tibăr","Complex Variables (math.CV)","The image of a holomorphic map germ is not necessarily locally open, and it is not always well-defined as a set germ. We find the structure of what becomes the image of a map germ in case the target is a surface.","Thu, 14 Mar 2024 20:11:44 UTC (25 KB)"
"125","$K_1$-invariants in the mod $p$ cohomology of $U(3)$ arithmetic manifolds","Daniel Le, Bao Viet Le Hung, Stefano Morra","Number Theory (math.NT)","Let $F/F^+$ be a CM extension and $H_{/F^+}$ a definite unitary group in three variables that splits over $F$. We describe Hecke isotypic components of mod $p$ algebraic modular forms on $H$ at first principal congruence level at $p$ and ""minimal"" level away from $p$ in terms of the restrictions of the associated Galois representation to decomposition groups at $p$ when these restrictions are tame and sufficiently generic. This confirms an expectation of local-global compatibility in the mod $p$ Langlands program. To prove our result, we develop a local model theory for multitype deformation rings and new methods to work with patched modules that are not free over their scheme-theoretic support.","Thu, 14 Mar 2024 20:11:38 UTC (356 KB)"
"126","Boundedness of composition operator in Orlicz-Morrey spaces","Masahiro Ikeda, Isao Ishikawa, Ryota Kawasumi","Functional Analysis (math.FA)","In this paper, we investigate necessary and sufficient conditions on the boundedness of composition operators on the Orlicz-Morrey spaces. The results of boundedness include Lebesgue and generalized Morrey spaces as special cases. Further, we characterize the boundedness of composition operators on the weak Orlicz-Morrey spaces. The weak Orlicz-Morrey spaces contain the Orlicz-Morrey spaces.","Thu, 14 Mar 2024 20:05:45 UTC (21 KB)"
"127","Subharmonic lock-in detection and its optimisation for femtosecond noise correlation spectroscopy","M. A. Weiss, F. S. Herbst, S. Eggert, M. Nakajima, A. Leitenstorfer, S. T. B. Goennenwein, T. Kurihara","Optics (physics.optics)","Although often viewed as detrimental, fluctuations carry valuable information about the physical system from which they emerge. Femtosecond noise correlation spectroscopy (FemNoC) has recently been established to probe the ultrafast fluctuation dynamics of thermally populated magnons by measurement of their amplitude autocorrelation. Subharmonic lock-in detection is the key technique in this method, allowing to extract the pulse-to-pulse polarisation fluctuations of two femtosecond optical pulse trains transmitted through a magnetic sample. Here, we present a thorough technical description of the subharmonic demodulation technique and of the FemNoC measurement system. We mathematically model the data acquisition process and identify the essential parameters which critically influence the signal-to-noise ratio of the signals. Comparing the model calculations to real datasets allows validating the predicted parameter dependences and provides a means to optimise FemNoC experiments.","Thu, 14 Mar 2024 19:34:38 UTC (2,677 KB)"
"128","Discrete Besov spaces via semigroups associated to the discrete Laplacian and regularity of non-local operators","Luciano Abadias, Marta De León-Contreras, Alejandro Mahillo","Classical Analysis and ODEs (math.CA)","In this paper we prove characterizations of the discrete Besov spaces in terms of the heat and Poisson semigroups associated with the discrete Laplacian that will allow us to prove regularity results for the fractional powers of the discrete Laplacian and the discrete Bessel potentials. Moreover, we provide new estimates for the derivatives of the discrete heat kernel and semigroup which are of independent interest.","Thu, 14 Mar 2024 19:20:56 UTC (39 KB)"
"129","One-shot Learning for MIPs with SOS1 Constraints","Charly Robinson La Rocca, Jean-François Cordeau, Emma Frejinger","Optimization and Control (math.OC)","Efficient algorithms and solvers are required to provide optimal or near-optimal solutions quickly and enable organizations to react promptly to dynamic situations such as supply chain disruptions or changing customer demands. State-of-the-art mixed-integer programming (MIP) solvers are crafted to tackle a wide variety of problems, yet many real-world situations are characterized by problem instances that originate from a narrow distribution. This has inspired the creation of tailored approaches that exploit historical data to inform heuristic design. Deep learning (DL) methods are typically used in this context to extract patterns from data, but they require large datasets and comprehensive hyperparameter tuning for strong performance. This article describes a one-shot learning heuristic that leverages solutions discovered within the branch-and-bound tree to construct a model with minimal overhead. We evaluate our method on the locomotive assignment problem (LAP) and sets of MIPLIB instances that contain constraints based on special ordered sets of type 1. Experimental results include a comparison with multiple primal heuristics and state-of-the-art MIP solvers. We show that the method is most effective with CPLEX in terms of the average primal gap.","Thu, 14 Mar 2024 19:08:26 UTC (58 KB)"
"130","Revealing hidden physical nonclassicality with nonnegative polynomials","Ties-A. Ohst, Benjamin Yadin, Birte Ostermann, Timo de Wolff, Otfried Gühne, Hai-Chau Nguyen","Quantum Physics (quant-ph)","Understanding quantum phenomena which go beyond classical concepts is a focus of modern quantum physics. Here, we show how the theory of nonnegative polynomials emerging around Hilbert's 17th problem, can be used to optimally exploit data capturing the nonclassical nature of light. Specifically, we show that nonnegative polynomials can reveal nonclassicality in data even when it is hidden from standard detection methods up to now. Moreover, the abstract language of nonnegative polynomials also leads to a unified mathematical approach to nonclassicality for light and spin systems, allowing us to map methods for one to the other. Conversely, the physical problems arising also inspire several mathematical insights into characterisation of nonnegative polynomials.","Thu, 14 Mar 2024 18:56:18 UTC (357 KB)"
"131","Tiny non-Leighton complexes","Natalia S. Dergacheva, Anton A. Klyachko","Geometric Topology (math.GT)","How many 2-cells must contain two finite pseudo-simplicial 2-complexes to admit a common, but not finite common, covering? We obtain an almost answer: the minimum possible number of 2-cells is 3, 4, or 5 (in each complex).","Thu, 14 Mar 2024 18:51:07 UTC (26 KB)"
"132","Perturbative Expansion of Yang-Baxter Operators","Emanuele Zappala","Quantum Algebra (math.QA)","We study the deformations of a wide class of Yang-Baxter (YB) operators arising from Lie algebras. We relate the higher order deformations of YB operators to Lie algebra deformations. We show that the obstruction to integrating deformations of self-distributive (SD) objects lie in the corresponding Lie algebra third cohomology group, and interpret this result in terms of YB deformations. We show that there are YB operators that admit integrable deformations (i.e. that can be deformed infinitely many times), and that therefore give rise to a full perturbative series in the deformation parameter $\hbar$. We consider the second cohomology group of YB operators corresponding to certain types of Lie algebras, and show that this can be nontrivial even if the Lie algebra is rigid, providing examples of nontrivial YB deformations that do not arise from SD deformations.","Thu, 14 Mar 2024 18:30:25 UTC (20 KB)"
"133","An Ozsváth--Szabó-type spectral sequence for links in $S^1\times S^2$","Jesse Cohen","Geometric Topology (math.GT)","We show that there is a spectral sequence with $E^2$-page given by the Khovanov homology of a link in $S^1\times S^2$, as defined by Rozansky in arXiv:1011.1958, which converges to the Hochschild homology of an $A_\infty$-bimodule defined in terms of bordered Floer invariants. We also show that the homology algebras $H_*\mathfrak{h}_n$ of the algebras $\mathfrak{h}_n$ over which these bimodules are defined give nontrivial $A_\infty$-deformations of Khovanov's arc algebras $H_n$ for $n>1$.","Thu, 14 Mar 2024 18:22:16 UTC (1,932 KB)"
"134","Into Multiplier Hopf ($*$-)Graph Algebras","Farrokh Razavinia, Ghorbanali Haghighatdoost","Quantum Algebra (math.QA)","This paper is concerned with the structures introduced recently by the authors of the current paper concerning the multiplier Hopf $*$-graph algebras and also the Cuntz-Krieger algebras and their relations with the $C^*$-graph algebras, and once again by using the $C^*$-graph algebra constructions associated to our toy example, to initiate our first example concerning the multiplier Hopf graph algebras.","Thu, 14 Mar 2024 18:10:36 UTC (18 KB)"
"135","Relatively functionally countable subsets of products","Anton Lipin","General Topology (math.GN)","A subset $A$ of a topological space $X$ is called relatively functionally countable (RFC) in $X$, if for each continuous function $f : X \to \mathbb{R}$ the set $f[A]$ is countable. We prove that all RFC subsets of a product $\prod\limits_{n\in\omega}X_n$ are countable, assuming that spaces $X_n$ are Tychonoff and all RFC subsets of every $X_n$ are countable. In particular, in a metrizable space every RFC subset is countable. The main tool in the proof is the following result: for every Tychonoff space $X$ and any countable set $Q \subseteq X$ there is a continuous function $f : X^\omega \to \mathbb{R}^2$ such that the restriction of $f$ to $Q^\omega$ is injective.","Thu, 14 Mar 2024 18:06:59 UTC (6 KB)"
"136","Eigenvariety for partially classical Hilbert modular forms","Mladen Dimitrov, Chi-Yun Hsu","Number Theory (math.NT)","Let $F$ be a totally real field and $p$ a rational prime unramified in $F$. For each subset $P$ of primes of $F$ above $p$, there is the notion of partially classical Hilbert modular forms, where $P=\varnothing$ recovers the overconvergent forms and $P$ being the full set of primes above $p$ recovers classical forms. Given $P$, we $p$-adically interpolate the classical modular sheaves to construct families of partially classical Hilbert modular forms with weights varying in appropriate weight spaces. We then construct the corresponding eigenvariety, which recovers the eigenvariety constructed by Andreatta--Iovita--Pilloni when $P=\varnothing$. By contrast, it is unclear whether each partially classical form can be put into a partially classical family.","Thu, 14 Mar 2024 18:06:57 UTC (24 KB)"
"137","Existence and uniqueness for the solutions of non-autonomous stochastic differential algebraic equations with locally Lipschitz coefficients","Oana Silvia Serea, Antoine Tambue, Guy Tsafack","Probability (math.PR)","In this paper, we study the well-posedness and regularity of non-autonomous stochastic differential algebraic equations (SDAEs) with nonlinear, locally Lipschitz and monotone (2) coefficients of the form (1). The main difficulty is the fact that the operator A(.) is non-autonomous, i.~e. depends on t and the matrix $A(t)$ is singular for all $t\in \left[0,T\right]$. Our interest is in SDAE of index-1. This means that in order to solve the problem, we can transform the initial SDAEs into an ordinary stochastic differential equation with algebraic constraints. Under appropriate hypothesizes, the main result establishes the existence and uniqueness of the solution in $\mathcal{M}^p(\left[0, T\right], \mathbb{R}^n)$, $p\geq 2$, $p\in \mathbb{N}$. Several strong estimations and regularity results are also provided. Note that, in this paper, we use various techniques such as Itô's lemma, Burkholder-Davis-Gundy inequality, and Young inequality.","Thu, 14 Mar 2024 18:00:51 UTC (22 KB)"
"138","The Geometry of GTPs and 5d SCFTs","Guillermo Arias-Tamargo, Sebastián Franco, Diego Rodríguez-Gómez","High Energy Physics - Theory (hep-th)","We make progress in understanding the geometry associated to the Generalized Toric Polygons (GTPs) encoding the Physics of 5d Superconformal Field Theories (SCFTs), by exploiting the connection between Hanany-Witten transitions and the mathematical notion of polytope mutations. From this correspondence, it follows that the singular geometry associated to a GTP is identical to that obtained by regarding it as a standard toric diagram, but with some of its resolutions frozen in way that can be determined from the invariance of the so-called period under mutations. We propose the invariance of the period as a new criterion for distinguishing inequivalent brane webs, which allows us to resolve a puzzle posed in the literature. A second mutation invariant is the Hilbert Series of the geometry. We employ this invariant to perform quantitative checks of our ideas by computing the Hilbert Series of the BPS quivers associated to theories related by mutation. Lastly, we discuss the physical interpretation of a mathematical result ensuring the existence of a flat fibration over $\mathbb{P}^1$ interpolating between geometries connected by mutation, which we identify with recently introduced deformations of the corresponding BPS quivers.","Thu, 14 Mar 2024 18:00:05 UTC (234 KB)"
"139","On the Impact of Co-Optimizing Station Locations, Trip Assignment, and Charging Schedules for Electric Buses","Rito Brata Nath, Tarun Rambha, Maximilian Schiffer","Optimization and Control (math.OC)","As many public transportation systems around the world transition to electric buses, the planning and operation of fleets can be improved via tailored decision-support tools. In this work, we study the impact of jointly locating charging facilities, assigning electric buses to trips, and determining when and where to charge the buses. We propose a mixed integer linear program that co-optimizes planning and operational decisions jointly and an iterated local search heuristic to solve large-scale instances. Herein, we use a concurrent scheduler algorithm to generate an initial feasible solution, which serves as a starting point for our iterated local search algorithm. In the sequential case, we first optimize trip assignments and charging locations. Charging schedules are then determined after fixing the optimal decisions from the first level. The joint model, on the other hand, integrates charge scheduling within the local search procedure. The solution quality of the joint and sequential iterated local search models are compared for multiple real-world bus transit networks. Our results demonstrate that joint models can help further improve operating costs by 14.1% and lower total costs by about 4.1% on average compared with sequential models. In addition, energy consumption costs and contracted power capacity costs have been reduced significantly due to our integrated planning approach.","Thu, 14 Mar 2024 16:04:20 UTC (2,696 KB)"
"140","Series for even powers of Pi by generalization Euler's method for solving the Basel Problem","Alois Schiessl","General Mathematics (math.GM)","The purpose of this paper is to present series expansions for even powers of the number $\pi$. This is accomplished by generalizing Euler's method for solving the Basel Problem, which was published in 1735. We employ elementary symmetric polynomials, transform them into nested sums, and thereby derive nice series formulas for even powers of the number $\pi$ such as \[ \frac{\pi^2}{3!}= \sum_{\ell_1=1}^\infty\frac{1}{\ell_1^2} \;;\quad\quad \frac{\pi^4}{5!} = \sum_{\ell_2=2}^\infty \sum_{\ell_1=1}^{\ell_2-1} \frac{1}{\ell_1^2\cdot\ell_2^2} \;;\quad\quad \frac{\pi^6}{7!}= \sum_{\ell_3=3}^\infty \sum_{\ell_2=2}^{\ell_3-1} \sum_{\ell_1=1}^{\ell_2-1}\frac{1}{\ell_1^2\cdot\ell_2^2\cdot\ell_3^2} \;;\quad\cdots \] Many of these formulas do not seem to be widely known. -- In dieser Abhandlung stellen wir ein Verfahren vor, das die Berechnung von Reihen für geradzahlige Potenzen von $\pi$ ermöglicht. Die Grundidee ist eine Verallgemeinerung des Verfahrens von Euler, mit dem er 1735 das Basler Problem löste. Wir stellen elementar-symmetrische Polynome durch mehrfach verschachtelte Summen dar und leiten davon Reihen für geradzahlige Potenzen der Kreiszahl $\pi$ ab. Die meisten der angegebenen Reihen scheinen nicht so bekannt zu sein.","Thu, 14 Mar 2024 12:59:22 UTC (17 KB)"
"141","A Short Review on Novel Approaches for Maximum Clique Problem: from Classical algorithms to Graph Neural Networks and Quantum algorithms","Raffaele Marino, Lorenzo Buffoni, Bogdan Zavalnij","Artificial Intelligence (cs.AI)","This manuscript provides a comprehensive review of the Maximum Clique Problem, a computational problem that involves finding subsets of vertices in a graph that are all pairwise adjacent to each other. The manuscript covers in a simple way classical algorithms for solving the problem and includes a review of recent developments in graph neural networks and quantum algorithms. The review concludes with benchmarks for testing classical as well as new learning, and quantum algorithms.","Wed, 13 Mar 2024 20:12:05 UTC (192 KB)"
"142","The existence and asymptotic stability of Plasma-Sheaths to the full Euler-Poisson system","Yao Lei, Yin Haiyan, Zhu Mengmeng","Analysis of PDEs (math.AP)","The main concern of this paper is to study large-time behavior of the sheath to the full Euler-Poisson system. As is well known, the monotone stationary solution under the Bohm criterion can be referred to as the sheath which is formed by interactions of plasma with wall. So far, the existence and asymptotic stability of stationary solutions in one-dimensional half space to the full Euler-Poisson system have been proved in \cite{DYZ2021}. In the present paper, we extend the results in \cite{DYZ2021} to $N$-dimensional ($N$=1,2,3) half space. By assuming that the velocity of the positive ion satisfies the Bohm criterion at the far field, we establish the global unique existence and the large time asymptotic stability of the sheath in some weighted Sobolev spaces by weighted energy method. Moreover, the time-decay rates are also obtained. A key different point from \cite{DYZ2021} is to derive some boundary estimates on the derivative of the potential in the $x_1$-direction.","Wed, 13 Mar 2024 02:09:35 UTC (23 KB)"
"143","Proof and generalization of conjectures of Ramanujan Machine","Shuma Yamamoto","Classical Analysis and ODEs (math.CA)","The Ramanujan Machine project predicts new continued fraction representations of numbers expressed by important mathematical constants. Generally, the value of a continued fraction is found by reducing it to a second order linear difference equation. In this paper, we prove 38 conjectures by solving the equation in two ways, use of a differential equation or application of Petkovšek's algorithm. Especially, in the former way, we can get strong generalization of 31 conjectures.","Wed, 13 Mar 2024 01:56:22 UTC (44 KB)"
"144","Introductory notes on real-enriched categories","Dexue Zhang","Category Theory (math.CT)","Real-enriched categories are categories with real numbers as enrichment. Precisely, a real-enriched category is a category enriched over the commutative and unital quantale composed of the unit interval and a continuous t-norm. These notes present a brief introduction to real-enriched categories, focusing on the presheaf monad and its submonads in the category of such categories.","Tue, 12 Mar 2024 02:06:29 UTC (90 KB)"
